Needs,Feelings,ResponseID,Life_Satisfaction,Plan_graduate_thisyear,Feeling_today,Degree_programm,Faculty
"find it difficult that a certain teacher did not delve into finding out how you can make beautiful notes in an online environment. This teacher uses his mouse, making it of course unreadable. I find it difficult to stay motivated if your teacher is not. I wonder if the teachers are being properly guided.",,924,7,nee,4,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
Comolications of group work through only online communication more difficult private and study to separate monotonous daily schedule at Weining social stimulation,,925,8,nee,8,masters jaar 1,bouwkunde (bk)
,,926,5,nee,4,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,,927,6,ja,7,bachelor jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
,I am anxious stressed and depressed.,928,0,yes,0,bachelor 3rd year,aerospace engineering (ae)
,,929,6,nee,7,bachelor jaar 3,civiele techniek & geowetenschappen (citg)
There was no neutral place to meet during Corona with study friends to work and have fun. Making new friends is difficult. Balance between study and private life was a lot harder to find,,930,7,nee,7,masters jaar 1,civiele techniek & geowetenschappen (citg)
Education is of low quality,,931,7,nee,3,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
"I have no friends and I have hardly been able to make new friends, so I feel lonely and have no one to talk to.",I feel lonely,932,4,nee,3,bachelor jaar 1,civiele techniek & geowetenschappen (citg)
no concentration and quickly distracted,Very busy and chaotic because the end of the year comes into view,933,8,nee,7,bachelor jaar 1,technische natuurwetenschappen (tnw)
"I Just Wish There Were Better Communities in Delft, I am Often Feeling Lonely, and the Study Does Not Really Promote Social Interaction Either.","I Feel horrible, I am sort of Behind on the lecture as they are quite confusing and thus I have very little motivation.",934,4,no,2,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,935,5,no,5,bachelor 2nd year,aerospace engineering (ae)
,"Very anxious about the fact that despite having still one year, I will not be able to do most of my exams this next year if to graduate in time, because I should start my thesis in November and if you start your thesis then you you Must have complete all the courses, which for space mean finishing up to 20 courses in one year, Without the Possibility of Spreading Them over the 2 years of Masters, which is a lot of Sense for me.",936,5,no,5,masters 1st year,aerospace engineering (ae)
"Finding graduation counselors could not be done and had a major negative influence for my mental condition. When the lockdown was at its height point, I was disappointed daily for 1.5 months by an empty mailbox. Within that time I sent dozens of emails. Usually only 1.5 weeks (after having sent another reminder) I only received an answer (almost always a rejection). That I knew fewer teachers because I had done my bachelor somewhere else, it didn't make it easier.",,937,8,ja,9,masters jaar 2 +,industrieel ontwerpen (io)
The fact that things were not communicated enough with students on time and therefore caused much uncertainty. The problems with online exams/proctoring were also very stressful,,938,7,nee,7,masters jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
Little to no study places,,939,7,ja,7,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
Little contact with fellow students and therefore little 'random' inspiration or motivation for graduation. Graduating during Corona is very lonely because you work all alone and you really have to keep yourself at work.,,940,7,nee,6,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
,The Netherlands wins with hockey! also fine too,941,8,nee,9,bachelor jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
,,942,8,nee,8,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,,943,3,ja,7,bachelor jaar 4 +,technische natuurwetenschappen (tnw)
,,944,8,ja,8,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
,,945,0,no,2,masters 1st year,applied sciences (as)
,,946,0,ja,0,masters jaar 2 +,luchtvaart- en ruimtevaarttechniek (lr)
,,947,8,no,10,masters 1st year,civil engineering and geosciences (ceg)
,,948,9,nee,8,bachelor jaar 2,"techniek, bestuur en management (tbm)"
,,949,7,ja,8,bachelor jaar 1,industrieel ontwerpen (io)
"Without getting to know anyone starting your master, a lot of lack of social contact and lack of motivation of always sitting in the same place.",,950,6,nee,6,masters jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
"I tried to push myself to move more and go out more while working from home, but this was sometimes difficult due to the amount of zoomcalls. Perhaps something can be thought of that encourages students to get up and move a little more, because this often does not come to mind. Moving throughout the day is something we did a lot at first, you had to walk from place to place and cycle. Now everything is behind your laptop. Moving is good for your brain, your creativity and your overall well -being. That is why I think this could help if people feel lifeless/slow/unproductive by sitting behind their laptop all day and sitting in Zoommeetings.",,951,7,ja,9,masters jaar 2 +,industrieel ontwerpen (io)
Less effectively learned by not being able to discuss the substance aloud with fellow students.,,952,7,nee,8,bachelor jaar 2,technische natuurwetenschappen (tnw)
Loneliness stress less control over emotions tired hopeless,,953,5,nee,6,bachelor jaar 1,technische natuurwetenschappen (tnw)
,,954,10,no,10,masters 1st year,aerospace engineering (ae)
,,955,7,nee,8,bachelor jaar 2,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"Reserving a study place at the TU was very limited and had to go far ahead. Using a study place was intended for if you could not work at home, but you don't know that a (half) week ahead. Completely switching to digital colleges removes a lot of togetherness and motivation. And not being able to study at another faculty takes the opportunity to study with housemates or friends at other faculties.","Relatively demotivated, difficulty encouraging myself to work for my study",956,2,nee,4,masters jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,957,6,nee,4,bachelor jaar 2,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"Concentration of problems, lack of social interaction, poor quality education",,958,0,nee,4,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
,,959,4,no,5,masters 2nd year +,civil engineering and geosciences (ceg)
,,960,6,nee,4,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
,,961,1,no,2,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
The group works gave birth very badly. Many students do not communicate with each other and work behind their computer without consulting fellow students. Very unfortunate because the quality of the projects is declining,,962,7,ja,7,bachelor jaar 3,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,"The weather is nice to be difficult to be negative, but is only learning inside!",963,7,nee,6,"anders, namelijk","werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,964,5,ja,7,bachelor jaar 1,bouwkunde (bk)
"As a Student Who Wants To Do A Masters Program at Another University, I Find the Lack of Resources to Switch Studies at the TU Delft Worrying. Study Councilors and Administrative Personel Are Not Able To Give Proper Advice, and Give Contradictory Statements, which have caused me a lot of Issues",,965,6,no,7,bachelor 4th year +,"technology, policy, and management (tpm)"
I already liked recorded lectures online in advance. Then I can see for myself when that comes out and the break and back buttons are very handy. think that they work much more effectively compared to old form lectures,,966,7,ja,8,bachelor jaar 3,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,967,8,yes,7,masters 2nd year +,aerospace engineering (ae)
Social study contact and being able to spar on topics. Not studying next to my bed. I can close the day poorly because there is no physical difference between the places where I work and relax,,968,7,nee,7,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
loneliness. (especially for a foreign student or a refugee student),,969,3,ja,2,bachelor jaar 1,civiele techniek & geowetenschappen (citg)
Yes everything around Ewi is a gang (not only literally but also the whole situation). I don't understand how this building can cause so much misery and it seems good if management once keeps an evaluation and perhaps some system engineers involves.,,970,7,nee,8,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
,,971,4,ja,6,bachelor jaar 4 +,luchtvaart- en ruimtevaarttechniek (lr)
A feeling that the TU understands that it is incredibly difficult for us to find some distraction in addition to searching and worrying to complete everyone's health a full -time study,,972,4,nee,4,bachelor jaar 2,technische natuurwetenschappen (tnw)
